path,labels
tlduyen/2022-09-27/Relaxed/20220927_103221_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103244_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103306_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103328_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103350_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103412_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103456_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103602_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_103851_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_104530_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_104552_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_104614_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105018_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105102_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105208_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105231_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105253_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105315_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105337_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105359_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105421_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105443_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105505_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105527_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105549_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105611_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105633_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105657_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105719_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105741_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105816_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105838_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_105900_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_110158_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_110220_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_110517_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_110707_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_110729_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111111_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111135_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111157_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111241_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111453_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111515_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111539_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111601_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111623_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111751_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_111826_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112040_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112102_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112338_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112400_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112742_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112804_000.jpg,0
tlduyen/2022-09-27/Relaxed/20220927_112826_000.jpg,0
